t,line
4120.1689,MEAS ms=133966 seq=4931 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.1689,MEAS ms=133975 seq=4932 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.1955,MEAS ms=133984 seq=4933 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.1955,MEAS ms=133994 seq=4934 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.1955,MEAS ms=134002 seq=4935 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.2313,MEAS ms=134011 seq=4936 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.2313,MEAS ms=134020 seq=4937 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.2313,MEAS ms=134029 seq=4938 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.2314,MEAS ms=134039 seq=4939 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.2588,MEAS ms=134047 seq=4940 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.2588,MEAS ms=134056 seq=4941 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.2588,MEAS ms=134065 seq=4942 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.2946,MEAS ms=134074 seq=4943 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.2947,MEAS ms=134084 seq=4944 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.2947,MEAS ms=134092 seq=4945 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.2947,MEAS ms=134101 seq=4946 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.3212,MEAS ms=134110 seq=4947 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.3212,MEAS ms=134119 seq=4948 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.3212,MEAS ms=134129 seq=4949 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.3582,MEAS ms=134137 seq=4950 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.3583,MEAS ms=134146 seq=4951 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.3583,MEAS ms=134155 seq=4952 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.3583,MEAS ms=134164 seq=4953 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.3846,MEAS ms=134174 seq=4954 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.3846,MEAS ms=134182 seq=4955 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.3846,MEAS ms=134191 seq=4956 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.4582,MEAS ms=134200 seq=4957 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.4582,MEAS ms=134209 seq=4958 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.4582,MEAS ms=134219 seq=4959 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.4582,MEAS ms=134254 seq=4960 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.4845,MEAS ms=134274 seq=4961 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.4846,MEAS ms=134282 seq=4962 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.4846,MEAS ms=134291 seq=4963 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.5111,MEAS ms=134300 seq=4964 src=1 c9=1728 c10=1500 c11=1012 c12=1500 step=23
4120.5111,MEAS ms=134308 seq=4965 src=1 c9=1758 c10=1500 c11=1012 c12=1500 step=24
4120.5111,MEAS ms=134317 seq=4966 src=1 c9=1758 c10=1500 c11=1012 c12=1500 step=24
4120.5466,MEAS ms=134326 seq=4967 src=1 c9=1758 c10=1500 c11=1012 c12=1500 step=24
4120.5466,MEAS ms=134336 seq=4968 src=1 c9=1758 c10=1500 c11=1012 c12=1500 step=24
4120.5466,MEAS ms=134345 seq=4969 src=1 c9=1758 c10=1500 c11=1012 c12=1500 step=24
4120.5466,MEAS ms=134354 seq=4970 src=1 c9=1758 c10=1500 c11=1012 c12=1500 step=24
4120.5741,MEAS ms=134362 seq=4971 src=1 c9=1758 c10=1500 c11=1012 c12=1500 step=24
4120.5741,MEAS ms=134371 seq=4972 src=1 c9=1758 c10=1500 c11=1012 c12=1500 step=24
4120.5741,MEAS ms=134381 seq=4973 src=1 c9=1758 c10=1500 c11=1012 c12=1500 step=24
4120.6104,MEAS ms=134390 seq=4974 src=1 c9=1759 c10=1499 c11=1012 c12=1500 step=24
4120.6104,MEAS ms=134399 seq=4975 src=1 c9=1759 c10=1499 c11=1012 c12=1500 step=24
4120.6104,MEAS ms=134409 seq=4976 src=1 c9=1759 c10=1499 c11=1012 c12=1500 step=24
4120.6104,MEAS ms=134417 seq=4977 src=1 c9=1759 c10=1499 c11=1010 c12=1500 step=24
4120.6369,MEAS ms=134426 seq=4978 src=1 c9=1759 c10=1500 c11=1010 c12=1500 step=24
4120.6369,MEAS ms=134435 seq=4979 src=1 c9=1759 c10=1500 c11=1010 c12=1500 step=24
4120.6369,MEAS ms=134444 seq=4980 src=1 c9=1759 c10=1500 c11=1010 c12=1500 step=24
4120.6737,MEAS ms=134452 seq=4981 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.6738,MEAS ms=134461 seq=4982 src=1 c9=1759 c10=1500 c11=1012 c12=1499 step=24
4120.6738,MEAS ms=134471 seq=4983 src=1 c9=1759 c10=1500 c11=1012 c12=1499 step=24
4120.6738,MEAS ms=134480 seq=4984 src=1 c9=1759 c10=1500 c11=1012 c12=1499 step=24
4120.7004,MEAS ms=134489 seq=4985 src=1 c9=1759 c10=1500 c11=1012 c12=1499 step=24
4120.7005,MEAS ms=134499 seq=4986 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.7005,MEAS ms=134507 seq=4987 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.7362,MEAS ms=134516 seq=4988 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.7362,MEAS ms=134525 seq=4989 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.7363,MEAS ms=134534 seq=4990 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.7363,MEAS ms=134544 seq=4991 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.7640,MEAS ms=134552 seq=4992 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.7640,MEAS ms=134561 seq=4993 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.7640,MEAS ms=134570 seq=4994 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.7997,MEAS ms=134579 seq=4995 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.7998,MEAS ms=134589 seq=4996 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.7998,MEAS ms=134597 seq=4997 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.7998,MEAS ms=134606 seq=4998 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.8261,MEAS ms=134615 seq=4999 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.8262,MEAS ms=134624 seq=5000 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.8262,MEAS ms=134634 seq=5001 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.8539,MEAS ms=134642 seq=5002 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.8540,MEAS ms=134651 seq=5003 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.8540,MEAS ms=134660 seq=5004 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.8540,MEAS ms=134669 seq=5005 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.8897,MEAS ms=134679 seq=5006 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.8897,MEAS ms=134687 seq=5007 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.8897,MEAS ms=134696 seq=5008 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.9163,MEAS ms=134705 seq=5009 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.9164,MEAS ms=134714 seq=5010 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.9164,MEAS ms=134724 seq=5011 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.9536,MEAS ms=134732 seq=5012 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.9536,MEAS ms=134741 seq=5013 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.9536,MEAS ms=134750 seq=5014 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4120.9536,MEAS ms=134759 seq=5015 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.0163,MEAS ms=134769 seq=5016 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.0163,MEAS ms=134804 seq=5017 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.0163,MEAS ms=134824 seq=5018 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.0518,MEAS ms=134832 seq=5019 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.0518,MEAS ms=134841 seq=5020 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.0519,MEAS ms=134849 seq=5021 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.0519,MEAS ms=134858 seq=5022 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.0794,MEAS ms=134867 seq=5023 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.0794,MEAS ms=134877 seq=5024 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.0795,MEAS ms=134886 seq=5025 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.1150,MEAS ms=134895 seq=5026 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.1151,MEAS ms=134904 seq=5027 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.1151,MEAS ms=134912 seq=5028 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.1151,MEAS ms=134921 seq=5029 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.1432,MEAS ms=134931 seq=5030 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.1432,MEAS ms=134940 seq=5031 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.1432,MEAS ms=134949 seq=5032 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.1788,MEAS ms=134959 seq=5033 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.1789,MEAS ms=134967 seq=5034 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.1789,MEAS ms=134976 seq=5035 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.1789,MEAS ms=134985 seq=5036 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.2053,MEAS ms=134994 seq=5037 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.2053,MEAS ms=135002 seq=5038 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.2053,MEAS ms=135012 seq=5039 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.2413,MEAS ms=135021 seq=5040 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.2413,MEAS ms=135030 seq=5041 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.2413,MEAS ms=135039 seq=5042 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.2413,MEAS ms=135049 seq=5043 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.2687,MEAS ms=135057 seq=5044 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.2688,MEAS ms=135066 seq=5045 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.2688,MEAS ms=135075 seq=5046 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.2952,MEAS ms=135084 seq=5047 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.2953,MEAS ms=135094 seq=5048 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.2953,MEAS ms=135102 seq=5049 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.3312,MEAS ms=135111 seq=5050 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.3313,MEAS ms=135120 seq=5051 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.3313,MEAS ms=135129 seq=5052 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.3313,MEAS ms=135139 seq=5053 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.3589,MEAS ms=135147 seq=5054 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.3589,MEAS ms=135156 seq=5055 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.3589,MEAS ms=135165 seq=5056 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.3946,MEAS ms=135174 seq=5057 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.3947,MEAS ms=135184 seq=5058 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.3947,MEAS ms=135192 seq=5059 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.3947,MEAS ms=135201 seq=5060 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.4211,MEAS ms=135210 seq=5061 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.4212,MEAS ms=135219 seq=5062 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.4212,MEAS ms=135229 seq=5063 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.4583,MEAS ms=135237 seq=5064 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.4584,MEAS ms=135246 seq=5065 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.4584,MEAS ms=135255 seq=5066 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.4584,MEAS ms=135264 seq=5067 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.4846,MEAS ms=135274 seq=5068 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.4847,MEAS ms=135282 seq=5069 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.4847,MEAS ms=135291 seq=5070 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.5582,MEAS ms=135300 seq=5071 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.5582,MEAS ms=135309 seq=5072 src=1 c9=1759 c10=1500 c11=1012 c12=1500 step=24
4121.5582,MEAS ms=135319 seq=5073 src=1 c9=1758 c10=1500 c11=1012 c12=1500 step=24
4121.5582,MEAS ms=135354 seq=5074 src=1 c9=1789 c10=1499 c11=1012 c12=1500 step=25
4121.5845,MEAS ms=135374 seq=5075 src=1 c9=1789 c10=1499 c11=1012 c12=1500 step=25
4121.5846,MEAS ms=135382 seq=5076 src=1 c9=1789 c10=1500 c11=1010 c12=1500 step=25
4121.5846,MEAS ms=135391 seq=5077 src=1 c9=1789 c10=1500 c11=1010 c12=1500 step=25
4121.6202,MEAS ms=135400 seq=5078 src=1 c9=1789 c10=1500 c11=1010 c12=1500 step=25
4121.6203,MEAS ms=135408 seq=5079 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.6203,MEAS ms=135417 seq=5080 src=1 c9=1789 c10=1500 c11=1012 c12=1499 step=25
4121.6203,MEAS ms=135426 seq=5081 src=1 c9=1789 c10=1500 c11=1012 c12=1499 step=25
4121.6465,MEAS ms=135436 seq=5082 src=1 c9=1789 c10=1500 c11=1012 c12=1499 step=25
4121.6465,MEAS ms=135445 seq=5083 src=1 c9=1789 c10=1500 c11=1012 c12=1499 step=25
4121.6465,MEAS ms=135454 seq=5084 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.6836,MEAS ms=135462 seq=5085 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.6836,MEAS ms=135471 seq=5086 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.6837,MEAS ms=135481 seq=5087 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.6837,MEAS ms=135490 seq=5088 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.7103,MEAS ms=135499 seq=5089 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.7104,MEAS ms=135509 seq=5090 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.7104,MEAS ms=135517 seq=5091 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.7367,MEAS ms=135526 seq=5092 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.7368,MEAS ms=135535 seq=5093 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.7368,MEAS ms=135544 seq=5094 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.7736,MEAS ms=135552 seq=5095 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.7736,MEAS ms=135561 seq=5096 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.7736,MEAS ms=135571 seq=5097 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.7736,MEAS ms=135580 seq=5098 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.8003,MEAS ms=135589 seq=5099 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.8004,MEAS ms=135599 seq=5100 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.8004,MEAS ms=135607 seq=5101 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.8361,MEAS ms=135616 seq=5102 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.8362,MEAS ms=135625 seq=5103 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.8362,MEAS ms=135634 seq=5104 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.8362,MEAS ms=135644 seq=5105 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.8639,MEAS ms=135652 seq=5106 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.8640,MEAS ms=135661 seq=5107 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.8640,MEAS ms=135670 seq=5108 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.8996,MEAS ms=135679 seq=5109 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.8996,MEAS ms=135689 seq=5110 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.8996,MEAS ms=135697 seq=5111 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.8996,MEAS ms=135706 seq=5112 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.9263,MEAS ms=135715 seq=5113 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.9264,MEAS ms=135724 seq=5114 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.9264,MEAS ms=135734 seq=5115 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.9632,MEAS ms=135742 seq=5116 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.9632,MEAS ms=135751 seq=5117 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.9632,MEAS ms=135760 seq=5118 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.9632,MEAS ms=135769 seq=5119 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.9895,MEAS ms=135779 seq=5120 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.9896,MEAS ms=135787 seq=5121 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4121.9896,MEAS ms=135796 seq=5122 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.0252,MEAS ms=135805 seq=5123 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.0253,MEAS ms=135814 seq=5124 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.0257,MEAS ms=135824 seq=5125 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.0258,MEAS ms=135832 seq=5126 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.0532,MEAS ms=135841 seq=5127 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.0532,MEAS ms=135850 seq=5128 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.0532,MEAS ms=135859 seq=5129 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.1162,MEAS ms=135869 seq=5130 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.1163,MEAS ms=135904 seq=5131 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.1163,MEAS ms=135924 seq=5132 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.1163,MEAS ms=135932 seq=5133 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.1515,MEAS ms=135941 seq=5134 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.1516,MEAS ms=135949 seq=5135 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.1516,MEAS ms=135958 seq=5136 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.1793,MEAS ms=135967 seq=5137 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.1793,MEAS ms=135977 seq=5138 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.1793,MEAS ms=135986 seq=5139 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.2149,MEAS ms=135995 seq=5140 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.2150,MEAS ms=136004 seq=5141 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.2150,MEAS ms=136012 seq=5142 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.2150,MEAS ms=136021 seq=5143 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.2431,MEAS ms=136031 seq=5144 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.2431,MEAS ms=136040 seq=5145 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.2431,MEAS ms=136049 seq=5146 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.2787,MEAS ms=136059 seq=5147 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.2787,MEAS ms=136067 seq=5148 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.2787,MEAS ms=136076 seq=5149 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.2788,MEAS ms=136085 seq=5150 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.3050,MEAS ms=136094 seq=5151 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.3051,MEAS ms=136102 seq=5152 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.3051,MEAS ms=136111 seq=5153 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.3410,MEAS ms=136121 seq=5154 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.3410,MEAS ms=136130 seq=5155 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.3410,MEAS ms=136139 seq=5156 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.3410,MEAS ms=136149 seq=5157 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.3686,MEAS ms=136157 seq=5158 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.3686,MEAS ms=136166 seq=5159 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.3686,MEAS ms=136175 seq=5160 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.4044,MEAS ms=136184 seq=5161 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.4045,MEAS ms=136192 seq=5162 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.4045,MEAS ms=136201 seq=5163 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.4045,MEAS ms=136211 seq=5164 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.4312,MEAS ms=136220 seq=5165 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.4313,MEAS ms=136229 seq=5166 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.4313,MEAS ms=136239 seq=5167 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.4682,MEAS ms=136247 seq=5168 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.4682,MEAS ms=136256 seq=5169 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.4682,MEAS ms=136265 seq=5170 src=1 c9=1789 c10=1500 c11=1012 c12=1500 step=25
4122.4682,MEAS ms=136274 seq=5171 src=1 c9=1788 c10=1500 c11=1012 c12=1500 step=25
4122.4948,MEAS ms=136284 seq=5172 src=1 c9=1788 c10=1500 c11=1012 c12=1500 step=25
4122.4948,MEAS ms=136292 seq=5173 src=1 c9=1788 c10=1500 c11=1012 c12=1500 step=25
4122.4948,MEAS ms=136301 seq=5174 src=1 c9=1789 c10=1499 c11=1012 c12=1500 step=25
4122.5213,MEAS ms=136310 seq=5175 src=1 c9=1789 c10=1499 c11=1012 c12=1500 step=25
4122.5213,MEAS ms=136319 seq=5176 src=1 c9=1789 c10=1499 c11=1012 c12=1500 step=25
4122.5213,MEAS ms=136329 seq=5177 src=1 c9=1789 c10=1499 c11=1012 c12=1500 step=25
4122.5583,MEAS ms=136337 seq=5178 src=1 c9=1820 c10=1500 c11=1010 c12=1500 step=26
4122.5584,MEAS ms=136346 seq=5179 src=1 c9=1820 c10=1500 c11=1010 c12=1500 step=26
4122.5584,MEAS ms=136355 seq=5180 src=1 c9=1820 c10=1500 c11=1010 c12=1500 step=26
4122.5584,MEAS ms=136364 seq=5181 src=1 c9=1820 c10=1500 c11=1010 c12=1500 step=26
4122.5846,MEAS ms=136374 seq=5182 src=1 c9=1820 c10=1500 c11=1012 c12=1499 step=26
4122.5846,MEAS ms=136382 seq=5183 src=1 c9=1820 c10=1500 c11=1012 c12=1499 step=26
4122.5846,MEAS ms=136391 seq=5184 src=1 c9=1820 c10=1500 c11=1012 c12=1499 step=26
4122.6582,MEAS ms=136400 seq=5185 src=1 c9=1820 c10=1500 c11=1012 c12=1499 step=26
4122.6583,MEAS ms=136409 seq=5186 src=1 c9=1820 c10=1500 c11=1012 c12=1500 step=26
4122.6583,MEAS ms=136419 seq=5187 src=1 c9=1820 c10=1500 c11=1012 c12=1500 step=26
4122.6583,MEAS ms=136454 seq=5188 src=1 c9=1820 c10=1500 c11=1012 c12=1500 step=26
4122.6832,MEAS ms=136474 seq=5189 src=1 c9=1820 c10=1500 c11=1012 c12=1500 step=26
