t,line
4212.0977,MEAS ms=225779 seq=8094 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4212.0977,MEAS ms=225824 seq=8095 src=1 c9=1010 c10=1822 c11=1012 c12=1500 step=0
4212.0977,MEAS ms=225869 seq=8096 src=1 c9=1012 c10=1820 c11=1012 c12=1500 step=0
4212.1345,MEAS ms=225914 seq=8097 src=1 c9=1012 c10=1820 c11=1012 c12=1500 step=0
4212.1345,MEAS ms=225934 seq=8098 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4212.1345,MEAS ms=225942 seq=8099 src=1 c9=1012 c10=1822 c11=1012 c12=1499 step=0
4212.2425,MEAS ms=225951 seq=8100 src=1 c9=1012 c10=1822 c11=1012 c12=1499 step=0
4212.2425,MEAS ms=225960 seq=8101 src=1 c9=1012 c10=1822 c11=1012 c12=1499 step=0
4212.2425,MEAS ms=225969 seq=8102 src=1 c9=1012 c10=1822 c11=1012 c12=1499 step=0
4212.2425,MEAS ms=226014 seq=8103 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4212.3776,MEAS ms=226059 seq=8104 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4212.3776,MEAS ms=226104 seq=8105 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4212.3776,MEAS ms=226149 seq=8106 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4212.5574,MEAS ms=226194 seq=8107 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4212.5578,MEAS ms=226239 seq=8108 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4212.5578,MEAS ms=226284 seq=8109 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4212.5578,MEAS ms=226329 seq=8110 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4212.6674,MEAS ms=226374 seq=8111 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4212.6675,MEAS ms=226419 seq=8112 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4212.6675,MEAS ms=226464 seq=8113 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4212.7027,MEAS ms=226484 seq=8114 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4212.7027,MEAS ms=226492 seq=8115 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4212.7027,MEAS ms=226501 seq=8116 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4212.7027,MEAS ms=226510 seq=8117 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4212.8375,MEAS ms=226519 seq=8118 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4212.8375,MEAS ms=226564 seq=8119 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4212.8375,MEAS ms=226609 seq=8120 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4213.0176,MEAS ms=226654 seq=8121 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4213.0176,MEAS ms=226699 seq=8122 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4213.0176,MEAS ms=226744 seq=8123 src=1 c9=1012 c10=1822 c11=1012 c12=1500 step=0
4213.0176,MEAS ms=226789 seq=8124 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.1525,MEAS ms=226834 seq=8125 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.1526,MEAS ms=226879 seq=8126 src=1 c9=1010 c10=1832 c11=1012 c12=1500 step=0
4213.1526,MEAS ms=226924 seq=8127 src=1 c9=1012 c10=1830 c11=1012 c12=1500 step=0
4213.2343,MEAS ms=226969 seq=8128 src=1 c9=1012 c10=1832 c11=1012 c12=1499 step=0
4213.2343,MEAS ms=227014 seq=8129 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.2343,MEAS ms=227034 seq=8130 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.2343,MEAS ms=227042 seq=8131 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.2975,MEAS ms=227051 seq=8132 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.2975,MEAS ms=227060 seq=8133 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.2975,MEAS ms=227069 seq=8134 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.4775,MEAS ms=227114 seq=8135 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.4776,MEAS ms=227159 seq=8136 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.4776,MEAS ms=227204 seq=8137 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.4776,MEAS ms=227249 seq=8138 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.6126,MEAS ms=227294 seq=8139 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.6127,MEAS ms=227339 seq=8140 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.6127,MEAS ms=227384 seq=8141 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.7676,MEAS ms=227429 seq=8142 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.7677,MEAS ms=227474 seq=8143 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.7677,MEAS ms=227519 seq=8144 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.7677,MEAS ms=227564 seq=8145 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.7935,MEAS ms=227584 seq=8146 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.7936,MEAS ms=227592 seq=8147 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.7936,MEAS ms=227601 seq=8148 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.7936,MEAS ms=227610 seq=8149 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.9375,MEAS ms=227619 seq=8150 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.9375,MEAS ms=227664 seq=8151 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4213.9375,MEAS ms=227709 seq=8152 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4214.1174,MEAS ms=227754 seq=8153 src=1 c9=1012 c10=1832 c11=1012 c12=1500 step=0
4214.1174,MEAS ms=227799 seq=8154 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.1174,MEAS ms=227844 seq=8155 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.1175,MEAS ms=227889 seq=8156 src=1 c9=1012 c10=1840 c11=1012 c12=1500 step=0
4214.2526,MEAS ms=227934 seq=8157 src=1 c9=1012 c10=1840 c11=1012 c12=1500 step=0
4214.2527,MEAS ms=227979 seq=8158 src=1 c9=1012 c10=1841 c11=1010 c12=1500 step=0
4214.2527,MEAS ms=228024 seq=8159 src=1 c9=1012 c10=1841 c11=1012 c12=1499 step=0
4214.3344,MEAS ms=228069 seq=8160 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.3345,MEAS ms=228114 seq=8161 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.3345,MEAS ms=228134 seq=8162 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.3345,MEAS ms=228142 seq=8163 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.3975,MEAS ms=228151 seq=8164 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.3975,MEAS ms=228160 seq=8165 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.3976,MEAS ms=228169 seq=8166 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.5774,MEAS ms=228214 seq=8167 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.5774,MEAS ms=228259 seq=8168 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.5774,MEAS ms=228304 seq=8169 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.5774,MEAS ms=228349 seq=8170 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.7125,MEAS ms=228394 seq=8171 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.7125,MEAS ms=228439 seq=8172 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.7125,MEAS ms=228484 seq=8173 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.8675,MEAS ms=228529 seq=8174 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.8676,MEAS ms=228574 seq=8175 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.8676,MEAS ms=228619 seq=8176 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.8676,MEAS ms=228664 seq=8177 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.8936,MEAS ms=228684 seq=8178 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.8937,MEAS ms=228692 seq=8179 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4214.8937,MEAS ms=228701 seq=8180 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4215.0376,MEAS ms=228710 seq=8181 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4215.0376,MEAS ms=228719 seq=8182 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4215.0376,MEAS ms=228764 seq=8183 src=1 c9=1012 c10=1841 c11=1012 c12=1500 step=0
4215.0376,MEAS ms=228809 seq=8184 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.1724,MEAS ms=228854 seq=8185 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.1725,MEAS ms=228899 seq=8186 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.1725,MEAS ms=228944 seq=8187 src=1 c9=1012 c10=1850 c11=1012 c12=1500 step=0
4215.3523,MEAS ms=228989 seq=8188 src=1 c9=1012 c10=1851 c11=1012 c12=1499 step=0
4215.3523,MEAS ms=229034 seq=8189 src=1 c9=1012 c10=1851 c11=1012 c12=1499 step=0
4215.3523,MEAS ms=229079 seq=8190 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.3523,MEAS ms=229124 seq=8191 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.4254,MEAS ms=229169 seq=8192 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.4254,MEAS ms=229214 seq=8193 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.4254,MEAS ms=229234 seq=8194 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.4977,MEAS ms=229242 seq=8195 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.4980,MEAS ms=229251 seq=8196 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.4980,MEAS ms=229260 seq=8197 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.4980,MEAS ms=229269 seq=8198 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.6326,MEAS ms=229314 seq=8199 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.6327,MEAS ms=229359 seq=8200 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.6327,MEAS ms=229404 seq=8201 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.8124,MEAS ms=229449 seq=8202 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.8125,MEAS ms=229494 seq=8203 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.8125,MEAS ms=229539 seq=8204 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.8125,MEAS ms=229584 seq=8205 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.9475,MEAS ms=229629 seq=8206 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.9476,MEAS ms=229674 seq=8207 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.9476,MEAS ms=229719 seq=8208 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.9935,MEAS ms=229764 seq=8209 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.9935,MEAS ms=229784 seq=8210 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.9935,MEAS ms=229792 seq=8211 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4215.9935,MEAS ms=229801 seq=8212 src=1 c9=1012 c10=1851 c11=1012 c12=1500 step=0
4216.0926,MEAS ms=229810 seq=8213 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4216.0926,MEAS ms=229819 seq=8214 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4216.0926,MEAS ms=229864 seq=8215 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4216.2723,MEAS ms=229909 seq=8216 src=1 c9=1010 c10=1861 c11=1012 c12=1500 step=0
4216.2724,MEAS ms=229954 seq=8217 src=1 c9=1012 c10=1860 c11=1012 c12=1500 step=0
4216.2724,MEAS ms=229999 seq=8218 src=1 c9=1012 c10=1860 c11=1012 c12=1500 step=0
4216.2724,MEAS ms=230044 seq=8219 src=1 c9=1012 c10=1861 c11=1012 c12=1499 step=0
4216.4074,MEAS ms=230089 seq=8220 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4216.4075,MEAS ms=230134 seq=8221 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4216.4075,MEAS ms=230179 seq=8222 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4216.5254,MEAS ms=230224 seq=8223 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4216.5254,MEAS ms=230269 seq=8224 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4216.5254,MEAS ms=230314 seq=8225 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4216.5254,MEAS ms=230334 seq=8226 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4216.5527,MEAS ms=230342 seq=8227 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4216.5528,MEAS ms=230351 seq=8228 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4216.5528,MEAS ms=230360 seq=8229 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4216.7324,MEAS ms=230369 seq=8230 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4216.7325,MEAS ms=230414 seq=8231 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4216.7325,MEAS ms=230459 seq=8232 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4216.7325,MEAS ms=230504 seq=8233 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4216.8673,MEAS ms=230549 seq=8234 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4216.8673,MEAS ms=230594 seq=8235 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4216.8674,MEAS ms=230639 seq=8236 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4217.0474,MEAS ms=230684 seq=8237 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4217.0475,MEAS ms=230729 seq=8238 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4217.0475,MEAS ms=230774 seq=8239 src=1 c9=1012 c10=1861 c11=1012 c12=1500 step=0
4217.0475,MEAS ms=230819 seq=8240 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.0848,MEAS ms=230864 seq=8241 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.0849,MEAS ms=230884 seq=8242 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.0849,MEAS ms=230892 seq=8243 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.1928,MEAS ms=230901 seq=8244 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.1929,MEAS ms=230910 seq=8245 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.1929,MEAS ms=230919 seq=8246 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.1929,MEAS ms=230964 seq=8247 src=1 c9=1010 c10=1871 c11=1012 c12=1500 step=0
4217.3275,MEAS ms=231009 seq=8248 src=1 c9=1012 c10=1870 c11=1012 c12=1500 step=0
4217.3276,MEAS ms=231054 seq=8249 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.3276,MEAS ms=231099 seq=8250 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.5075,MEAS ms=231144 seq=8251 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.5076,MEAS ms=231189 seq=8252 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.5076,MEAS ms=231234 seq=8253 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.5076,MEAS ms=231279 seq=8254 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.6176,MEAS ms=231324 seq=8255 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.6177,MEAS ms=231369 seq=8256 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.6177,MEAS ms=231414 seq=8257 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.6525,MEAS ms=231434 seq=8258 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.6525,MEAS ms=231442 seq=8259 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.6525,MEAS ms=231451 seq=8260 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.6526,MEAS ms=231460 seq=8261 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.7876,MEAS ms=231469 seq=8262 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.7877,MEAS ms=231514 seq=8263 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.7877,MEAS ms=231559 seq=8264 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.9675,MEAS ms=231604 seq=8265 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.9675,MEAS ms=231649 seq=8266 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.9675,MEAS ms=231694 seq=8267 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4217.9675,MEAS ms=231739 seq=8268 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4218.1022,MEAS ms=231784 seq=8269 src=1 c9=1012 c10=1871 c11=1012 c12=1500 step=0
4218.1023,MEAS ms=231829 seq=8270 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4218.1023,MEAS ms=231874 seq=8271 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4218.2202,MEAS ms=231919 seq=8272 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4218.2203,MEAS ms=231964 seq=8273 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4218.2203,MEAS ms=232009 seq=8274 src=1 c9=1012 c10=1879 c11=1012 c12=1500 step=0
4218.2203,MEAS ms=232029 seq=8275 src=1 c9=1012 c10=1879 c11=1012 c12=1500 step=0
4218.2477,MEAS ms=232037 seq=8276 src=1 c9=1012 c10=1879 c11=1012 c12=1500 step=0
4218.2478,MEAS ms=232046 seq=8277 src=1 c9=1012 c10=1881 c11=1010 c12=1500 step=0
4218.2478,MEAS ms=232055 seq=8278 src=1 c9=1012 c10=1881 c11=1010 c12=1500 step=0
4218.4274,MEAS ms=232064 seq=8279 src=1 c9=1012 c10=1881 c11=1010 c12=1500 step=0
4218.4275,MEAS ms=232109 seq=8280 src=1 c9=1012 c10=1881 c11=1012 c12=1499 step=0
4218.4275,MEAS ms=232154 seq=8281 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4218.4275,MEAS ms=232199 seq=8282 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4218.5626,MEAS ms=232244 seq=8283 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4218.5627,MEAS ms=232289 seq=8284 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4218.5627,MEAS ms=232334 seq=8285 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4218.7424,MEAS ms=232379 seq=8286 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4218.7424,MEAS ms=232424 seq=8287 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4218.7424,MEAS ms=232469 seq=8288 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4218.7424,MEAS ms=232514 seq=8289 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4218.7793,MEAS ms=232559 seq=8290 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4218.7793,MEAS ms=232579 seq=8291 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4218.7793,MEAS ms=232587 seq=8292 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4218.8875,MEAS ms=232596 seq=8293 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4218.8876,MEAS ms=232605 seq=8294 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4218.8876,MEAS ms=232614 seq=8295 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4218.8876,MEAS ms=232659 seq=8296 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4219.0224,MEAS ms=232704 seq=8297 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4219.0224,MEAS ms=232749 seq=8298 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4219.0224,MEAS ms=232794 seq=8299 src=1 c9=1012 c10=1881 c11=1012 c12=1500 step=0
4219.2030,MEAS ms=232839 seq=8300 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.2031,MEAS ms=232884 seq=8301 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.2031,MEAS ms=232929 seq=8302 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.2031,MEAS ms=232974 seq=8303 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.3125,MEAS ms=233019 seq=8304 src=1 c9=1012 c10=1889 c11=1012 c12=1500 step=0
4219.3126,MEAS ms=233064 seq=8305 src=1 c9=1012 c10=1889 c11=1012 c12=1500 step=0
4219.3126,MEAS ms=233109 seq=8306 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.3476,MEAS ms=233129 seq=8307 src=1 c9=1012 c10=1890 c11=1012 c12=1499 step=0
4219.3477,MEAS ms=233137 seq=8308 src=1 c9=1012 c10=1890 c11=1012 c12=1499 step=0
4219.3477,MEAS ms=233146 seq=8309 src=1 c9=1012 c10=1890 c11=1012 c12=1499 step=0
4219.3477,MEAS ms=233155 seq=8310 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.4826,MEAS ms=233164 seq=8311 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.4826,MEAS ms=233209 seq=8312 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.4826,MEAS ms=233254 seq=8313 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.6624,MEAS ms=233299 seq=8314 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.6624,MEAS ms=233344 seq=8315 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.6624,MEAS ms=233389 seq=8316 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.6624,MEAS ms=233434 seq=8317 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.7975,MEAS ms=233479 seq=8318 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.7976,MEAS ms=233524 seq=8319 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.7976,MEAS ms=233569 seq=8320 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.8792,MEAS ms=233614 seq=8321 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.8793,MEAS ms=233659 seq=8322 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.8793,MEAS ms=233679 seq=8323 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.8793,MEAS ms=233687 seq=8324 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.9423,MEAS ms=233696 seq=8325 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.9424,MEAS ms=233705 seq=8326 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4219.9424,MEAS ms=233714 seq=8327 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4220.1226,MEAS ms=233759 seq=8328 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4220.1226,MEAS ms=233804 seq=8329 src=1 c9=1012 c10=1890 c11=1012 c12=1500 step=0
4220.1226,MEAS ms=233849 seq=8330 src=1 c9=1012 c10=1900 c11=1012 c12=1500 step=0
4220.1226,MEAS ms=233894 seq=8331 src=1 c9=1012 c10=1900 c11=1012 c12=1500 step=0
4220.2573,MEAS ms=233939 seq=8332 src=1 c9=1012 c10=1900 c11=1012 c12=1500 step=0
4220.2574,MEAS ms=233984 seq=8333 src=1 c9=1012 c10=1900 c11=1012 c12=1500 step=0
4220.2574,MEAS ms=234029 seq=8334 src=1 c9=1012 c10=1900 c11=1012 c12=1500 step=0
4220.4125,MEAS ms=234074 seq=8335 src=1 c9=1012 c10=1899 c11=1012 c12=1500 step=0
4220.4126,MEAS ms=234119 seq=8336 src=1 c9=1012 c10=1900 c11=1010 c12=1500 step=0
4220.4126,MEAS ms=234164 seq=8337 src=1 c9=1012 c10=1900 c11=1012 c12=1499 step=0
4220.4126,MEAS ms=234209 seq=8338 src=1 c9=1012 c10=1900 c11=1012 c12=1500 step=0
4220.4385,MEAS ms=234229 seq=8339 src=1 c9=1012 c10=1900 c11=1012 c12=1500 step=0
4220.4385,MEAS ms=234237 seq=8340 src=1 c9=1012 c10=1900 c11=1012 c12=1500 step=0
4220.4385,MEAS ms=234246 seq=8341 src=1 c9=1012 c10=1900 c11=1012 c12=1500 step=0
4220.5824,MEAS ms=234255 seq=8342 src=1 c9=1012 c10=1900 c11=1012 c12=1500 step=0
4220.5824,MEAS ms=234264 seq=8343 src=1 c9=1012 c10=1900 c11=1012 c12=1500 step=0
4220.5824,MEAS ms=234309 seq=8344 src=1 c9=1012 c10=1900 c11=1012 c12=1500 step=0
4220.5824,MEAS ms=234354 seq=8345 src=1 c9=1012 c10=1900 c11=1012 c12=1500 step=0
4220.7177,MEAS ms=234399 seq=8346 src=1 c9=1012 c10=1900 c11=1012 c12=1500 step=0
4220.7178,MEAS ms=234444 seq=8347 src=1 c9=1012 c10=1900 c11=1012 c12=1500 step=0
4220.7178,MEAS ms=234489 seq=8348 src=1 c9=1012 c10=1900 c11=1012 c12=1500 step=0
4220.8973,MEAS ms=234534 seq=8349 src=1 c9=1012 c10=1900 c11=1012 c12=1500 step=0
4220.8974,MEAS ms=234579 seq=8350 src=1 c9=1012 c10=1900 c11=1012 c12=1500 step=0
4220.8974,MEAS ms=234624 seq=8351 src=1 c9=1012 c10=1900 c11=1012 c12=1500 step=0
4220.8974,MEAS ms=234669 seq=8352 src=1 c9=1012 c10=1900 c11=1012 c12=1500 step=0
